id,title,original_language,vote_average,tags
1106,Kay Tagal Kang Hinintay,tl,9.0,drama romance lorna tolentino john lloyd cruz rica peralejo john estrada edu manzano kay tagal kang hinintay is a filipino soap opera produced by abs cbn and star cinema it started in the year 2002 and ended in the year 2003 the critically acclaimed and top rating teleserye won the cmma best drama series and the pmpc star awards best primetime drama series it is the first local soap opera that became a finalist to the best drama series category of the international emmy awards it was also part of the top five drama series of the asian tv awards the series currently re airs internationally this 2012 via the brand new cinema one global after 8 years
56590,The Eric Andre Show,en,7.895,comedy surreal talk show hidden camera parody absurdist humor eric andré eric andré a comedic talk show from an alternate reality featuring unstable hosts a variety of celebrities—both real and fake—and unusual studio action
12813,Camila,es,7.5,drama soap bibi gaytán eduardo capetillo adamari lópez enrique lizalde gabriela goldsmith inés rodena camila flores is a sweet peasant who lost her parents very early its creation was in charge of his grandfather genaro he is a great rooster breeder but he is very poor genaro s biggest fear is that camila will one day abandon him and that she will not be happy one day camila meets lawyer miguel gutiérrez he came from the capital and as soon as he sees camila he is impressed by her beauty he asks the girl s grandfather for permission so he can visit her genaro thinks that miguel will soon forget his granddaughter so he lets miguel see her before long camila and miguel fall in love which is why he asks for the girl s hand in marriage genaro even against his will allows camila to get married
84464,My Strange Hero,ko,7.5,drama comedy mystery falsely accused high school revenge romance revenge motive yoo seung ho cho bo ah kwak dong yeon kim dong young park ah in when kang bok soo was a high school student he was falsely accused of committing violence and kicked out of school this was caused by his first love son soo jung and a male student oh se ho kang bok soo is a now an adult but his life has not gone smoothly to get revenge on son soo jung and oh se ho he returns to the same high school as a student the environment at the school has changed and kang bok soo gets involved in unexpected cases
213791,Apotheosis,zh,8.6,animation sci fi fantasy action adventure drama clans hierarchy xianxia 3d animation web series donghua xuanhuan apotheosis zhang pei yanyi chen bingtian wang xiangjin luan yang miao luo zheng is at the bottom of the luo clan hierarchy despite his family being the founders of a power refining technique that could instantly defeat any opponent one night enraged by unfair treatment from a family steward luo zheng burns the family records in doing so the hidden magic in the book engulfs him and luo zheng becomes a new skilled fighter fleeing his home and despicable clan luo zheng must learn to harness his powers to rescue his younger sister while his own cousins are on his pursuit
202821,The Masterful Cat Is Depressed Again Today,ja,7.941,animation comedy sci fi fantasy cat slice of life based on manga anime anthropomorphic animal office lady ol yui ishikawa hiroki yasumoto ai kakuma katsuyuki konishi mao ichimichi when saku took in a stray black cat she never expected that he would become the equivalent of a housekeeping life partner but yukichi a giant cat who towers over saku is not your ordinary feline he takes great pride in his culinary skills and a good sale at the supermarket always gets his whiskers twitching saku may not have her act together yet but at least she has yukichi
1454,Hero,ja,7.9,drama takuya kimura bokuzo masana takuzo kadono masanobu katsumura norito yashima former delinquent turned unconventional prosecutor kohei kuryu shakes up the legal world with his street smart instincts and unorthodox style clashing with ambitious colleague maiko amamiya while his relentless pursuit of justice gradually transforms those around him
13566,Finder of Lost Loves,en,6.75,drama love private detective detective agency anthony franciosa deborah adair anne jeffreys richard kantor gail parent the finder of lost loves tv show was a 60 minute drama series on abc about a private investigator who specialized in finding lost loves from the past for his heartbroken clients
238903,Vampire Dormitory,ja,4.941,animation drama sci fi fantasy vampire dormitory supernatural romance school cross dressing based on manga tomboy lgbt shoujo anime kana ichinose shunichi toki yuuichirou umehara wataru hatano yusuke shirai after mito loses her parents and is fired from her job she must fend for herself on the streets disguised as a boy she comes across a stranger named ruka and learns his dark secret—he s a vampire ruka invites mito still in disguise to live in an all boys dorm mito exchanges her blood for a place to stay but a budding romance and her true identity threaten all that hangs in the balance
79808,Oh! My Emperor,zh,7.8,comedy action adventure time travel horoscope romance royalty doppelgänger uncle nephew relationship reverse harem web series fantasy sismance jason koo zhao lusi xiao zhan wu jiacheng peng chuyue luo feifei a girl from the 21st century was transported to a mysterious world of the past huang dao guo in the nation of huang dao its leadership is rotated among the 12 constellation owners every thousand years there fei fei meets the current emperor of the nation beitang yi who also owns the capricorn constellation
